,dataset,group,feat_selection,metric,value,time,model_path,fold_key,model_type,n_obs,model
1,pbmc,train,random,pr_auc,0.07292986972742482,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
2,pbmc,train,random,r2,0.3152727484703064,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
3,pbmc,train,random,roc_auc_multi,0.5002421221678305,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
4,pbmc,train,random,pr_auc_multi,0.09102428796752146,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
5,pbmc,val,random,roc_auc,0.5911043664408668,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
6,pbmc,val,random,pr_auc,0.0572195970232449,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
7,pbmc,val,random,r2,0.16206270456314087,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
8,pbmc,val,random,roc_auc_multi,0.4998472126654594,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
9,pbmc,val,random,pr_auc_multi,0.12492626006018058,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
10,pbmc,test,random,roc_auc,0.5415671453412388,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
11,pbmc,test,random,pr_auc,0.04844886286219723,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
12,pbmc,test,random,r2,0.1264464259147644,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
13,pbmc,test,random,roc_auc_multi,0.49888599809296563,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
14,pbmc,test,random,pr_auc_multi,0.16780419705637528,53.687984,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_1.pt,fold_1,pwms,500,mubind_graph
0,pbmc,train,random,roc_auc,0.5301532224368892,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
1,pbmc,train,random,pr_auc,0.07061879363319659,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
2,pbmc,train,random,r2,0.34050339460372925,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
3,pbmc,train,random,roc_auc_multi,0.5007789364311594,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
4,pbmc,train,random,pr_auc_multi,0.0908429414938584,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
5,pbmc,val,random,roc_auc,0.6090875923356657,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
6,pbmc,val,random,pr_auc,0.04859212158161937,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
7,pbmc,val,random,r2,0.17778712511062622,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
8,pbmc,val,random,roc_auc_multi,0.4989508228929352,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
9,pbmc,val,random,pr_auc_multi,0.12496072197898095,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
10,pbmc,test,random,roc_auc,0.49448097176563066,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
11,pbmc,test,random,pr_auc,0.059209513056436416,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
12,pbmc,test,random,r2,0.1367325782775879,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
13,pbmc,test,random,roc_auc_multi,0.49957423012593066,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
14,pbmc,test,random,pr_auc_multi,0.16677321791376634,24.987662,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_1/model_0.pt,fold_1,pwms,500,mubind
0,pbmc,train,random,roc_auc,0.5314392465628891,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
1,pbmc,train,random,pr_auc,0.06773689520683325,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
2,pbmc,train,random,r2,0.30875492095947266,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
3,pbmc,train,random,roc_auc_multi,0.5015276354498421,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
4,pbmc,train,random,pr_auc_multi,0.09098894520036681,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
5,pbmc,val,random,roc_auc,0.504630787957991,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
6,pbmc,val,random,pr_auc,0.052424786097028477,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
7,pbmc,val,random,r2,0.33133065700531006,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
8,pbmc,val,random,roc_auc_multi,0.4972283415032823,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
9,pbmc,val,random,pr_auc_multi,0.12472074791929168,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
10,pbmc,test,random,roc_auc,0.4554807085714285,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
11,pbmc,test,random,pr_auc,0.11495719369512367,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
12,pbmc,test,random,r2,0.23590236902236938,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
13,pbmc,test,random,roc_auc_multi,0.5133004564510766,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
14,pbmc,test,random,pr_auc_multi,0.16706830992017527,53.820464,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
0,pbmc,train,random,roc_auc,0.541474980386244,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
1,pbmc,train,random,pr_auc,0.0745379919019207,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
2,pbmc,train,random,r2,0.3340412378311157,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
3,pbmc,train,random,roc_auc_multi,0.5001147854385516,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
4,pbmc,train,random,pr_auc_multi,0.0908182361956135,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
5,pbmc,val,random,roc_auc,0.4453769912367141,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
6,pbmc,val,random,pr_auc,0.06726007153598249,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
7,pbmc,val,random,r2,0.34892410039901733,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
8,pbmc,val,random,roc_auc_multi,0.5101540090956351,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
9,pbmc,val,random,pr_auc_multi,0.12471744138463058,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
10,pbmc,test,random,roc_auc,0.5821520285714286,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
11,pbmc,test,random,pr_auc,0.09046511265737273,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
12,pbmc,test,random,r2,0.2447180151939392,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
13,pbmc,test,random,roc_auc_multi,0.49887989696106155,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
14,pbmc,test,random,pr_auc_multi,0.16756030908567462,24.749182,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
0,pbmc,train,random,roc_auc,0.5101541988942044,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
1,pbmc,train,random,pr_auc,0.07350208314796011,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
2,pbmc,train,random,r2,0.3109589219093323,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
3,pbmc,train,random,roc_auc_multi,0.49987699959978643,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
4,pbmc,train,random,pr_auc_multi,0.09092294205234776,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
5,pbmc,val,random,roc_auc,0.5094690476953614,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
6,pbmc,val,random,pr_auc,0.09378370480536005,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
7,pbmc,val,random,r2,0.12326973676681519,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
8,pbmc,val,random,roc_auc_multi,0.500071224070206,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
9,pbmc,val,random,pr_auc_multi,0.16660368642462112,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
10,pbmc,test,random,roc_auc,0.5438293083208366,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
11,pbmc,test,random,pr_auc,0.06208663649887806,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
12,pbmc,test,random,r2,0.3177061080932617,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
13,pbmc,test,random,roc_auc_multi,0.5002291835709848,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
14,pbmc,test,random,pr_auc_multi,0.14458307125426886,53.888286,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
0,pbmc,train,random,roc_auc,0.538053148383137,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
1,pbmc,train,random,pr_auc,0.07577020237347183,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
2,pbmc,train,random,r2,0.33578741550445557,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
3,pbmc,train,random,roc_auc_multi,0.5015123577661629,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
4,pbmc,train,random,pr_auc_multi,0.09106636305548318,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
5,pbmc,val,random,roc_auc,0.5207216505475698,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
6,pbmc,val,random,pr_auc,0.07102886219510332,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
7,pbmc,val,random,r2,0.13093680143356323,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
8,pbmc,val,random,roc_auc_multi,0.4988793820658443,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
9,pbmc,val,random,pr_auc_multi,0.16662532361078014,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
10,pbmc,test,random,roc_auc,0.6081706204195657,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
11,pbmc,test,random,pr_auc,0.06822394328399028,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
12,pbmc,test,random,r2,0.32767772674560547,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
13,pbmc,test,random,roc_auc_multi,0.4961982439922285,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
14,pbmc,test,random,pr_auc_multi,0.14349063877974746,24.870723,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
0,pbmc,train,random,roc_auc,0.5095751680018473,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
1,pbmc,train,random,pr_auc,0.06902957921621472,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
2,pbmc,train,random,r2,0.30803537368774414,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
3,pbmc,train,random,roc_auc_multi,0.5005090621100238,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
4,pbmc,train,random,pr_auc_multi,0.09101199353282731,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
5,pbmc,val,random,roc_auc,0.577364050512776,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
6,pbmc,val,random,pr_auc,0.10899682027627781,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
7,pbmc,val,random,r2,0.3051556348800659,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
8,pbmc,val,random,roc_auc_multi,0.5033075432494338,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
9,pbmc,val,random,pr_auc_multi,0.110621957267171,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
10,pbmc,test,random,roc_auc,0.5601611785471702,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
11,pbmc,test,random,pr_auc,0.07979184594399047,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
12,pbmc,test,random,r2,0.2883411645889282,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
13,pbmc,test,random,roc_auc_multi,0.5110780014631884,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
14,pbmc,test,random,pr_auc_multi,0.12456619426170283,53.735956,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
0,pbmc,train,random,roc_auc,0.5611032244365757,24.880552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
1,pbmc,train,random,pr_auc,0.06756004515603181,24.880552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
2,pbmc,train,random,r2,0.3328876495361328,24.880552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
3,pbmc,train,random,roc_auc_multi,0.5006050843076731,24.880552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
4,pbmc,train,random,pr_auc_multi,0.09088056204074037,24.880552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
5,pbmc,val,random,roc_auc,0.5752763539495337,24.880552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
